Date,AdjClose
11/06/2020,83.41296387
12/06/2020,84.13309479
15/06/2020,85.17358398
16/06/2020,87.43088531
17/06/2020,87.3092041
18/06/2020,87.34397888
19/06/2020,86.84483337
22/06/2020,89.11702728
23/06/2020,91.01920319
24/06/2020,89.41253662
25/06/2020,90.59953308
26/06/2020,87.81578827
29/06/2020,89.83965302
30/06/2020,90.58959961
01/07/2020,90.41825104
02/07/2020,90.41825104
06/07/2020,92.83695984
07/07/2020,92.54888916
08/07/2020,94.70436859
09/07/2020,95.11164093
10/07/2020,95.27801514
13/07/2020,94.83847046
14/07/2020,96.40789795
15/07/2020,97.07093048
16/07/2020,95.87647247
17/07/2020,95.6827774
20/07/2020,97.69918823
21/07/2020,96.3507843
22/07/2020,96.62145233
23/07/2020,92.22358704
24/07/2020,91.99512482
27/07/2020,94.1754303
28/07/2020,92.62836456
29/07/2020,94.40389252
30/07/2020,95.54620361
31/07/2020,105.5488052
03/08/2020,108.2083893
04/08/2020,108.931015
05/08/2020,109.3258514
06/08/2020,113.140152
07/08/2020,110.5678329
10/08/2020,112.1749115
11/08/2020,108.8388367
12/08/2020,112.4560242
13/08/2020,114.4462128
14/08/2020,114.344223
17/08/2020,114.0456848
18/08/2020,114.9960098
19/08/2020,115.1402969
20/08/2020,117.6952133
21/08/2020,123.7603378
24/08/2020,125.2405396
25/08/2020,124.2131042
26/08/2020,125.9022827
27/08/2020,124.3972015
28/08/2020,124.195694
31/08/2020,128.4074402
01/09/2020,133.5222473
02/09/2020,130.7558746
03/09/2020,120.2874374
04/09/2020,120.3670502
08/09/2020,112.2669525
09/09/2020,116.7448883
10/09/2020,112.93367
11/09/2020,111.4509735
14/09/2020,114.7945023
15/09/2020,114.9736252
16/09/2020,111.5803299
17/09/2020,109.7991104
18/09/2020,106.3162613
21/09/2020,109.5403824
22/09/2020,111.2618942
23/09/2020,106.594902
24/09/2020,107.6895065
25/09/2020,111.7295914
28/09/2020,114.3964539
29/09/2020,113.5307236
30/09/2020,115.2422943
01/10/2020,116.2174911
02/10/2020,112.4659729
05/10/2020,115.9289093
06/10/2020,112.6052856
07/10/2020,114.5158768
08/10/2020,114.4064102
09/10/2020,116.3966064
12/10/2020,123.7901917
13/10/2020,120.5063553
14/10/2020,120.5959244
15/10/2020,120.1182709
16/10/2020,118.436554
19/10/2020,115.4114609
20/10/2020,116.9339676
21/10/2020,116.2971039
22/10/2020,115.1825867
23/10/2020,114.4760742
26/10/2020,114.4860229
27/10/2020,116.0284271
28/10/2020,110.654892
29/10/2020,114.7546997
30/10/2020,108.3263626
02/11/2020,108.2368088
03/11/2020,109.8986206
04/11/2020,114.3865128
05/11/2020,118.4465103
06/11/2020,118.3119507
09/11/2020,115.9494934
10/11/2020,115.6006088
11/11/2020,119.1093903
12/11/2020,118.8302841
13/11/2020,118.880127
16/11/2020,119.9168167
17/11/2020,119.0097122
18/11/2020,117.6540451
19/11/2020,118.2621078
20/11/2020,116.9662399
23/11/2020,113.4873581
24/11/2020,114.803154
25/11/2020,115.6604156
27/11/2020,116.2186279
30/11/2020,118.6707993
01/12/2020,122.3291092
02/12/2020,122.6879578
03/12/2020,122.5484085
04/12/2020,121.860611
07/12/2020,123.3558273
08/12/2020,123.9838181
09/12/2020,121.3920975
10/12/2020,122.8474503
11/12/2020,122.0200958
14/12/2020,121.3920975
15/12/2020,127.4726639
16/12/2020,127.4028931
17/12/2020,128.2900543
18/12/2020,126.2565613
21/12/2020,127.8215485
22/12/2020,131.4599304
23/12/2020,130.5428619
24/12/2020,131.5496368
28/12/2020,136.2546082
29/12/2020,134.4403992
30/12/2020,133.2940674
31/12/2020,132.2673492
04/01/2021,128.9978027
05/01/2021,130.5926971
06/01/2021,126.1967468
07/01/2021,130.5029907
08/01/2021,131.6293793
11/01/2021,128.5691681
12/01/2021,128.38974
13/01/2021,130.4730835
14/01/2021,128.4994049
15/01/2021,126.7350235
19/01/2021,127.4228287
20/01/2021,131.6094513
21/01/2021,136.434021
22/01/2021,138.6270294
25/01/2021,142.4647675
26/01/2021,142.70401
27/01/2021,141.6075134
28/01/2021,136.6533356
29/01/2021,131.5396729
01/02/2021,133.7127228
02/02/2021,134.5600281
03/02/2021,133.513382
04/02/2021,136.9523773
05/02/2021,136.5280914
08/02/2021,136.6778412
09/02/2021,135.7793579
10/02/2021,135.1604156
11/02/2021,134.9008636
12/02/2021,135.1404419
16/02/2021,132.9641571
17/02/2021,130.6181335
18/02/2021,129.4900513
19/02/2021,129.6497803
22/02/2021,125.7863464
23/02/2021,125.6465836
24/02/2021,125.1374435
25/02/2021,120.7848358
26/02/2021,121.0543823
01/03/2021,127.5733109
02/03/2021,124.9078369
03/03/2021,121.8530197
04/03/2021,119.9262924
05/03/2021,121.2141037
08/03/2021,116.1626892
09/03/2021,120.8846664
10/03/2021,119.7765579
11/03/2021,121.7531891
12/03/2021,120.8247681
15/03/2021,123.779747
16/03/2021,125.3570709
17/03/2021,124.5484467
18/03/2021,120.3256149
19/03/2021,119.7865295
22/03/2021,123.1807709
23/03/2021,122.3322144
24/03/2021,119.8863602
25/03/2021,120.3855133
26/03/2021,121.0044632
29/03/2021,121.1841583
30/03/2021,119.6966858
31/03/2021,121.9428711
01/04/2021,122.7914276
05/04/2021,125.6865158
06/04/2021,125.9959869
07/04/2021,127.6831207
08/04/2021,130.1389465
09/04/2021,132.7744751
12/04/2021,131.0174561
13/04/2021,134.2020416
14/04/2021,131.8061218
15/04/2021,134.2719269
16/04/2021,133.9325104
19/04/2021,134.6113434
20/04/2021,132.8842926
21/04/2021,133.2736206
22/04/2021,131.7162781
23/04/2021,134.0922394
26/04/2021,134.4915619
27/04/2021,134.1621094
28/04/2021,133.3534851
29/04/2021,133.2536621
30/04/2021,131.2370911
03/05/2021,132.3152466
04/05/2021,127.6332016
05/05/2021,127.8827896
06/05/2021,129.5200043
07/05/2021,130.2100067
10/05/2021,126.8499985
11/05/2021,125.9100037
12/05/2021,122.7699966
13/05/2021,124.9700012
